,Date,Close
0,2024-01-02,184.532
1,2024-01-03,183.151
2,2024-01-04,180.824
3,2024-01-05,180.099
4,2024-01-08,184.453
5,2024-01-09,184.036
6,2024-01-10,185.079
7,2024-01-11,184.482
8,2024-01-12,184.81
9,2024-01-16,182.534
10,2024-01-17,181.589
11,2024-01-18,187.504
12,2024-01-19,190.417
13,2024-01-22,192.733
14,2024-01-23,194.015
15,2024-01-24,193.339
16,2024-01-25,193.011
17,2024-01-26,191.272
18,2024-01-29,190.586
19,2024-01-30,186.917
20,2024-01-31,183.299
21,2024-02-01,185.745
22,2024-02-02,184.742
23,2024-02-05,186.561
24,2024-02-06,188.171
25,2024-02-07,188.281
26,2024-02-08,187.196
27,2024-02-09,187.962
28,2024-02-12,186.271
29,2024-02-13,184.17
30,2024-02-14,183.284
31,2024-02-15,182.996
32,2024-02-16,181.453
33,2024-02-20,180.706
34,2024-02-21,181.463
35,2024-02-22,183.503
36,2024-02-23,181.662
37,2024-02-26,180.309
38,2024-02-27,181.772
39,2024-02-28,180.567
40,2024-02-29,179.9
41,2024-03-01,178.816
42,2024-03-04,174.277
43,2024-03-05,169.322
44,2024-03-06,168.326
45,2024-03-07,168.206
46,2024-03-08,169.928
47,2024-03-11,171.939
48,2024-03-12,172.415
49,2024-03-13,170.325
50,2024-03-14,172.187
51,2024-03-15,171.809
52,2024-03-18,172.904
53,2024-03-19,175.252
54,2024-03-20,177.83
55,2024-03-21,170.564
56,2024-03-22,171.47
57,2024-03-25,170.048
58,2024-03-26,168.912
59,2024-03-27,172.495
60,2024-03-28,170.674
61,2024-04-01,169.232
62,2024-04-02,168.046
63,2024-04-03,168.852
64,2024-04-04,168.026
65,2024-04-05,168.782
66,2024-04-08,167.659
67,2024-04-09,168.872
68,2024-04-10,166.991
69,2024-04-11,174.217
70,2024-04-12,175.72
71,2024-04-15,171.879
72,2024-04-16,168.584
73,2024-04-17,167.21
74,2024-04-18,166.255
75,2024-04-19,164.156
76,2024-04-22,165.061
77,2024-04-23,166.115
78,2024-04-24,168.226
79,2024-04-25,169.092
80,2024-04-26,168.505
81,2024-04-29,172.685
82,2024-04-30,169.529
83,2024-05-01,168.505
84,2024-05-02,172.217
85,2024-05-03,182.518
86,2024-05-06,180.856
87,2024-05-07,181.542
88,2024-05-08,181.881
89,2024-05-09,183.703
90,2024-05-10,182.436
91,2024-05-13,185.657
92,2024-05-14,186.802
93,2024-05-15,189.085
94,2024-05-16,189.205
95,2024-05-17,189.234
96,2024-05-20,190.4
97,2024-05-21,191.706
98,2024-05-22,190.26
99,2024-05-23,186.254
100,2024-05-24,189.343
101,2024-05-28,189.353
102,2024-05-29,189.652
103,2024-05-30,190.649
104,2024-05-31,191.606
105,2024-06-03,193.38
106,2024-06-04,193.699
107,2024-06-05,195.214
108,2024-06-06,193.829
109,2024-06-07,196.23
110,2024-06-10,192.473
111,2024-06-11,206.457
112,2024-06-12,212.357
113,2024-06-13,213.522
114,2024-06-14,211.778
115,2024-06-17,215.945
116,2024-06-18,213.572
117,2024-06-20,208.978
118,2024-06-21,206.795
119,2024-06-24,207.443
120,2024-06-25,208.369
121,2024-06-26,212.535
122,2024-06-27,213.382
123,2024-06-28,209.914
124,2024-07-01,216.023
125,2024-07-02,219.532
126,2024-07-03,220.808
127,2024-07-05,225.582
128,2024-07-08,227.057
129,2024-07-09,227.914
130,2024-07-10,232.2
131,2024-07-11,226.808
132,2024-07-12,229.767
133,2024-07-15,233.615
134,2024-07-16,234.034
135,2024-07-17,228.113
136,2024-07-18,223.429
137,2024-07-19,223.559
138,2024-07-22,223.21
139,2024-07-23,224.256
140,2024-07-24,217.808
141,2024-07-25,216.762
142,2024-07-26,217.23
143,2024-07-29,217.509
144,2024-07-30,218.067
145,2024-07-31,221.336
146,2024-08-01,217.629
147,2024-08-02,219.124
148,2024-08-05,208.569
149,2024-08-06,206.536
150,2024-08-07,209.117
151,2024-08-08,212.595
152,2024-08-09,215.516
153,2024-08-12,217.052
154,2024-08-13,220.784
155,2024-08-14,221.233
156,2024-08-15,224.226
157,2024-08-16,225.554
158,2024-08-19,225.394
159,2024-08-20,226.013
160,2024-08-21,225.903
161,2024-08-22,224.037
162,2024-08-23,226.342
163,2024-08-26,226.681
164,2024-08-27,227.529
165,2024-08-28,225.993
166,2024-08-29,229.285
167,2024-08-30,228.497
168,2024-09-03,222.281
169,2024-09-04,220.365
170,2024-09-05,221.892
171,2024-09-06,220.335
172,2024-09-09,220.425
173,2024-09-10,219.627
174,2024-09-11,222.171
175,2024-09-12,222.281
176,2024-09-13,222.011
177,2024-09-16,215.845
178,2024-09-17,216.314
179,2024-09-18,220.205
180,2024-09-19,228.367
181,2024-09-20,227.699
182,2024-09-23,225.973
183,2024-09-24,226.871
184,2024-09-25,225.873
185,2024-09-26,227.02
186,2024-09-27,227.29
187,2024-09-30,232.488
188,2024-10-01,225.713
189,2024-10-02,226.282
190,2024-10-03,225.174
191,2024-10-04,226.302
192,2024-10-07,221.203
193,2024-10-08,225.274
194,2024-10-09,229.036
195,2024-10-10,228.537
196,2024-10-11,227.05
197,2024-10-14,230.792
198,2024-10-15,233.336
199,2024-10-16,231.271
200,2024-10-17,231.64
201,2024-10-18,234.484
202,2024-10-21,235.961
203,2024-10-22,235.342
204,2024-10-23,230.253
205,2024-10-24,230.064
206,2024-10-25,230.902
207,2024-10-28,232.887
208,2024-10-29,233.157
209,2024-10-30,229.595
210,2024-10-31,225.414
211,2024-11-01,222.42
212,2024-11-04,221.522
213,2024-11-05,222.959
214,2024-11-06,222.231
215,2024-11-07,226.98
216,2024-11-08,226.711
217,2024-11-11,223.984
218,2024-11-12,223.984
219,2024-11-13,224.873
220,2024-11-14,227.969
221,2024-11-15,224.753
222,2024-11-18,227.77
223,2024-11-19,228.029
224,2024-11-20,228.748
225,2024-11-21,228.269
226,2024-11-22,229.618
227,2024-11-25,232.614
228,2024-11-26,234.802
229,2024-11-27,234.672
230,2024-11-29,237.069
231,2024-12-02,239.327
232,2024-12-03,242.384
233,2024-12-04,242.743
234,2024-12-05,242.773
235,2024-12-06,242.573
236,2024-12-09,246.479
237,2024-12-10,247.498
238,2024-12-11,246.219
239,2024-12-12,247.688
240,2024-12-13,247.857
241,2024-12-16,250.764
242,2024-12-17,253.202
243,2024-12-18,247.778
244,2024-12-19,249.516
245,2024-12-20,254.211
246,2024-12-23,254.99
247,2024-12-24,257.916
248,2024-12-26,258.736
249,2024-12-27,255.309
250,2024-12-30,251.923
251,2024-12-31,250.145
