Price,Date,Close
Ticker,,AAPL
0,2024-02-06,187.92381286621094
1,2024-02-07,188.0330047607422
2,2024-02-08,186.95095825195312
3,2024-02-09,187.71629333496094
4,2024-02-12,186.02651977539062
5,2024-02-13,183.92918395996094
6,2024-02-14,183.04452514648438
7,2024-02-15,182.7562713623047
8,2024-02-16,181.21554565429688
9,2024-02-20,180.47006225585938
10,2024-02-21,181.22552490234375
11,2024-02-22,183.26321411132812
12,2024-02-23,181.42431640625
13,2024-02-26,180.07247924804688
14,2024-02-27,181.5336456298828
15,2024-02-28,180.33091735839844
16,2024-02-29,179.66494750976562
17,2024-03-01,178.5814666748047
18,2024-03-04,174.04885864257812
19,2024-03-05,169.09873962402344
20,2024-03-06,168.104736328125
21,2024-03-07,167.9854736328125
22,2024-03-08,169.705078125
23,2024-03-11,171.7129669189453
24,2024-03-12,172.19004821777344
25,2024-03-13,170.10269165039062
26,2024-03-14,171.96145629882812
27,2024-03-15,171.58372497558594
28,2024-03-18,172.6771240234375
29,2024-03-19,175.02296447753906
30,2024-03-20,177.59742736816406
31,2024-03-21,170.3412322998047
32,2024-03-22,171.24578857421875
33,2024-03-25,169.82437133789062
34,2024-03-26,168.69122314453125
35,2024-03-27,172.2696075439453
36,2024-03-28,170.45057678222656
37,2024-04-01,169.00927734375
38,2024-04-02,167.82643127441406
39,2024-04-03,168.63156127929688
40,2024-04-04,167.8065643310547
41,2024-04-05,168.56198120117188
42,2024-04-08,167.43878173828125
43,2024-04-09,168.65145874023438
44,2024-04-10,166.77279663085938
45,2024-04-11,173.9892120361328
46,2024-04-12,175.49014282226562
47,2024-04-15,171.6533203125
48,2024-04-16,168.36318969726562
49,2024-04-17,166.991455078125
50,2024-04-18,166.03721618652344
51,2024-04-19,164.00949096679688
52,2024-04-22,164.8444366455078
53,2024-04-23,165.89805603027344
54,2024-04-24,168.00537109375
55,2024-04-25,168.87013244628906
56,2024-04-26,168.28366088867188
57,2024-04-29,172.4584503173828
58,2024-04-30,169.3074951171875
59,2024-05-01,168.28366088867188
60,2024-05-02,171.9912872314453
61,2024-05-03,182.27914428710938
62,2024-05-06,180.61917114257812
63,2024-05-07,181.30502319335938
64,2024-05-08,181.64297485351562
65,2024-05-09,183.46202087402344
66,2024-05-10,182.19790649414062
67,2024-05-13,185.41287231445312
68,2024-05-14,186.55752563476562
69,2024-05-15,188.8368682861328
70,2024-05-16,188.956298828125
71,2024-05-17,188.98617553710938
72,2024-05-20,190.15072631835938
73,2024-05-21,191.4546356201172
74,2024-05-22,190.01136779785156
75,2024-05-23,186.0100860595703
76,2024-05-24,189.0956573486328
77,2024-05-28,189.10560607910156
78,2024-05-29,189.4042205810547
79,2024-05-30,190.39956665039062
80,2024-05-31,191.35508728027344
81,2024-06-03,193.12680053710938
82,2024-06-04,193.44532775878906
83,2024-06-05,194.95823669433594
84,2024-06-06,193.57470703125
85,2024-06-07,195.97349548339844
86,2024-06-10,192.22103881835938
87,2024-06-11,206.1857147216797
88,2024-06-12,212.07818603515625
89,2024-06-13,213.24273681640625
90,2024-06-14,211.50088500976562
91,2024-06-17,215.6614227294922
92,2024-06-18,213.29248046875
93,2024-06-20,208.7039337158203
94,2024-06-21,206.524169921875
95,2024-06-24,207.17112731933594
96,2024-06-25,208.0968017578125
97,2024-06-26,212.25733947753906
98,2024-06-27,213.1033935546875
99,2024-06-28,209.6395721435547
100,2024-07-01,215.7410430908203
101,2024-07-02,219.24465942382812
102,2024-07-03,220.51870727539062
103,2024-07-05,225.28639221191406
104,2024-07-08,226.75953674316406
105,2024-07-09,227.61550903320312
106,2024-07-10,231.89549255371094
107,2024-07-11,226.51071166992188
108,2024-07-12,229.4668426513672
109,2024-07-15,233.3088836669922
110,2024-07-16,233.7269287109375
111,2024-07-17,227.81459045410156
