,Date,Close
0,2023-01-03,123.633
1,2023-01-04,124.907
2,2023-01-05,123.584
3,2023-01-06,128.13
4,2023-01-09,128.654
5,2023-01-10,129.228
6,2023-01-11,131.956
7,2023-01-12,131.878
8,2023-01-13,133.211
9,2023-01-17,134.378
10,2023-01-18,133.657
11,2023-01-19,133.716
12,2023-01-20,136.286
13,2023-01-23,139.487
14,2023-01-24,140.891
15,2023-01-25,140.229
16,2023-01-26,142.305
17,2023-01-27,144.254
18,2023-01-30,141.358
19,2023-01-31,142.632
20,2023-02-01,143.757
21,2023-02-02,149.086
22,2023-02-03,152.724
23,2023-02-06,149.987
24,2023-02-07,152.873
25,2023-02-08,150.174
26,2023-02-09,149.136
27,2023-02-10,149.503
28,2023-02-13,152.314
29,2023-02-14,151.671
30,2023-02-15,153.78
31,2023-02-16,152.175
32,2023-02-17,151.027
33,2023-02-21,146.997
34,2023-02-22,147.423
35,2023-02-23,147.908
36,2023-02-24,145.244
37,2023-02-27,146.444
38,2023-02-28,145.938
39,2023-03-01,143.859
40,2023-03-02,144.453
41,2023-03-03,149.523
42,2023-03-06,152.295
43,2023-03-07,150.088
44,2023-03-08,151.343
45,2023-03-09,149.086
46,2023-03-10,147.017
47,2023-03-13,148.967
48,2023-03-14,151.067
49,2023-03-15,151.462
50,2023-03-16,154.294
51,2023-03-17,153.452
52,2023-03-20,155.828
53,2023-03-21,157.69
54,2023-03-22,156.254
55,2023-03-23,157.342
56,2023-03-24,158.651
57,2023-03-27,156.699
58,2023-03-28,156.076
59,2023-03-29,159.164
60,2023-03-30,160.739
61,2023-03-31,163.255
62,2023-04-03,164.51
63,2023-04-04,163.977
64,2023-04-05,162.124
65,2023-04-06,163.016
66,2023-04-10,160.412
67,2023-04-11,159.194
68,2023-04-12,158.501
69,2023-04-13,163.907
70,2023-04-14,163.56
71,2023-04-17,163.579
72,2023-04-18,164.809
73,2023-04-19,165.955
74,2023-04-20,164.986
75,2023-04-21,163.372
76,2023-04-24,163.679
77,2023-04-25,162.134
78,2023-04-26,162.124
79,2023-04-27,166.728
80,2023-04-28,167.985
81,2023-05-01,167.897
82,2023-05-02,166.857
83,2023-05-03,165.777
84,2023-05-04,164.136
85,2023-05-05,171.837
86,2023-05-08,171.767
87,2023-05-09,170.057
88,2023-05-10,171.822
89,2023-05-11,172.015
90,2023-05-12,171.084
91,2023-05-15,170.587
92,2023-05-16,170.587
93,2023-05-17,171.202
94,2023-05-18,173.543
95,2023-05-19,173.652
96,2023-05-22,172.7
97,2023-05-23,170.084
98,2023-05-24,170.359
99,2023-05-25,171.5
100,2023-05-26,173.917
101,2023-05-30,175.773
102,2023-05-31,175.723
103,2023-06-01,178.538
104,2023-06-02,179.391
105,2023-06-05,178.033
106,2023-06-06,177.666
107,2023-06-07,176.288
108,2023-06-08,179.013
